date,home_team,away_team,team,scorer,minute,own_goal,penalty
2022-01-28,Venezuela,Bolivia,Bolivia,Bruno Miranda,38,FALSE,FALSE
2022-01-28,Venezuela,Bolivia,Venezuela,Darwin Machís,55,FALSE,FALSE
2022-01-28,Venezuela,Bolivia,Venezuela,Salomón Rondón,67,FALSE,FALSE
2022-01-29,Burkina Faso,Tunisia,Burkina Faso,Dango Ouattara,45,FALSE,FALSE
2022-01-29,Cameroon,Gambia,Cameroon,Karl Toko Ekambi,50,FALSE,FALSE
2022-01-29,Cameroon,Gambia,Cameroon,Karl Toko Ekambi,57,FALSE,FALSE
2022-01-30,Canada,United States,Canada,Cyle Larin,7,FALSE,FALSE
2022-01-30,Canada,United States,Canada,Sam Adekugbe,90,FALSE,FALSE
2022-01-30,Egypt,Morocco,Morocco,Sofiane Boufal,7,FALSE,TRUE
2022-01-30,Egypt,Morocco,Egypt,Mohamed Salah,53,FALSE,FALSE
2022-01-30,Egypt,Morocco,Egypt,Trézéguet,100,FALSE,FALSE
2022-01-30,Honduras,El Salvador,El Salvador,Nelson Bonilla,35,FALSE,FALSE
2022-01-30,Honduras,El Salvador,El Salvador,Darwin Cerén,90,FALSE,FALSE
2022-01-30,Panama,Jamaica,Jamaica,Michail Antonio,5,FALSE,TRUE
2022-01-30,Panama,Jamaica,Panama,Javain Brown,43,TRUE,FALSE
2022-01-30,Panama,Jamaica,Panama,Eric Davis,51,FALSE,FALSE
2022-01-30,Panama,Jamaica,Panama,Azmahar Ariano,69,FALSE,FALSE
2022-01-30,Panama,Jamaica,Jamaica,Andre Gray,87,FALSE,FALSE
2022-01-30,Senegal,Equatorial Guinea,Senegal,Famara Diédhiou,28,FALSE,FALSE
2022-01-30,Senegal,Equatorial Guinea,Equatorial Guinea,Jannick Buyla,57,FALSE,FALSE
2022-01-30,Senegal,Equatorial Guinea,Senegal,Cheikhou Kouyaté,68,FALSE,FALSE
2022-01-30,Senegal,Equatorial Guinea,Senegal,Ismaïla Sarr,79,FALSE,FALSE
2022-02-01,Argentina,Colombia,Argentina,Lautaro Martínez,29,FALSE,FALSE
2022-02-01,Bolivia,Chile,Chile,Alexis Sánchez,14,FALSE,FALSE
2022-02-01,Bolivia,Chile,Bolivia,Marc Enoumba,37,FALSE,FALSE
2022-02-01,Bolivia,Chile,Chile,Marcelino Núñez,77,FALSE,FALSE
2022-02-01,Bolivia,Chile,Chile,Alexis Sánchez,86,FALSE,FALSE
2022-02-01,Bolivia,Chile,Bolivia,Marcelo Martins Moreno,88,FALSE,FALSE
2022-02-01,Brazil,Paraguay,Brazil,Raphinha,28,FALSE,FALSE
2022-02-01,Brazil,Paraguay,Brazil,Philippe Coutinho,62,FALSE,FALSE
2022-02-01,Brazil,Paraguay,Brazil,Antony,86,FALSE,FALSE
2022-02-01,Brazil,Paraguay,Brazil,Rodrygo,88,FALSE,FALSE
2022-02-01,Iran,United Arab Emirates,Iran,Mehdi Taremi,44,FALSE,FALSE
2022-02-01,Japan,Saudi Arabia,Japan,Takumi Minamino,32,FALSE,FALSE
2022-02-01,Japan,Saudi Arabia,Japan,Junya Ito,50,FALSE,FALSE
2022-02-01,Lebanon,Iraq,Iraq,Aymen Hussein,39,FALSE,FALSE
2022-02-01,Lebanon,Iraq,Lebanon,Maher Sabra,45,FALSE,FALSE
2022-02-01,Oman,Australia,Australia,Jamie Maclaren,15,FALSE,TRUE
2022-02-01,Oman,Australia,Oman,Abdullah Fawaz,54,FALSE,FALSE
2022-02-01,Oman,Australia,Australia,Aaron Mooy,79,FALSE,FALSE
2022-02-01,Oman,Australia,Oman,Abdullah Fawaz,89,FALSE,TRUE
2022-02-01,Peru,Ecuador,Ecuador,Michael Estrada,2,FALSE,FALSE
2022-02-01,Peru,Ecuador,Peru,Edison Flores,69,FALSE,FALSE
2022-02-01,Syria,South Korea,South Korea,Kim Jin-su,53,FALSE,FALSE
2022-02-01,Syria,South Korea,South Korea,Kwon Chang-hoon,71,FALSE,FALSE
2022-02-01,Uruguay,Venezuela,Uruguay,Rodrigo Bentancur,1,FALSE,FALSE
2022-02-01,Uruguay,Venezuela,Uruguay,Giorgian de Arrascaeta,23,FALSE,FALSE
2022-02-01,Uruguay,Venezuela,Uruguay,Edinson Cavani,45,FALSE,FALSE
2022-02-01,Uruguay,Venezuela,Uruguay,Luis Suárez,53,FALSE,TRUE
2022-02-01,Uruguay,Venezuela,Venezuela,Josef Martínez,65,FALSE,FALSE
2022-02-01,Vietnam,China PR,Vietnam,Hồ Tấn Tài,9,FALSE,FALSE
2022-02-01,Vietnam,China PR,Vietnam,Nguyễn Tiến Linh,16,FALSE,FALSE
2022-02-01,Vietnam,China PR,Vietnam,Phan Văn Đức,76,FALSE,FALSE
2022-02-01,Vietnam,China PR,China PR,Xu Xin,90,FALSE,FALSE
2022-02-02,Burkina Faso,Senegal,Senegal,Abdou Diallo,70,FALSE,FALSE
2022-02-02,Burkina Faso,Senegal,Senegal,Idrissa Gueye,76,FALSE,FALSE
2022-02-02,Burkina Faso,Senegal,Burkina Faso,Blati Touré,82,FALSE,FALSE
2022-02-02,Burkina Faso,Senegal,Senegal,Sadio Mané,87,FALSE,FALSE
2022-02-02,El Salvador,Canada,Canada,Atiba Hutchinson,66,FALSE,FALSE
2022-02-02,El Salvador,Canada,Canada,Jonathan David,90,FALSE,FALSE
2022-02-02,Jamaica,Costa Rica,Costa Rica,Joel Campbell,62,FALSE,FALSE
2022-02-02,Mexico,Panama,Mexico,Raúl Jiménez,80,FALSE,TRUE
2022-02-02,United States,Honduras,United States,Weston McKennie,8,FALSE,FALSE
2022-02-02,United States,Honduras,United States,Walker Zimmerman,37,FALSE,FALSE
2022-02-02,United States,Honduras,United States,Christian Pulisic,67,FALSE,FALSE
2022-02-05,Cameroon,Burkina Faso,Burkina Faso,Steeve Yago,24,FALSE,FALSE
2022-02-05,Cameroon,Burkina Faso,Burkina Faso,André Onana,43,TRUE,FALSE
2022-02-05,Cameroon,Burkina Faso,Burkina Faso,Djibril Ouattara,49,FALSE,FALSE
2022-02-05,Cameroon,Burkina Faso,Cameroon,Stéphane Bahoken,71,FALSE,FALSE
2022-02-05,Cameroon,Burkina Faso,Cameroon,Vincent Aboubakar,85,FALSE,FALSE
2022-02-05,Cameroon,Burkina Faso,Cameroon,Vincent Aboubakar,87,FALSE,FALSE
2022-03-17,Cook Islands,Solomon Islands,Solomon Islands,Atkin Kaua,20,FALSE,FALSE
2022-03-17,Cook Islands,Solomon Islands,Solomon Islands,Alwin Hou,45,FALSE,FALSE
2022-03-18,New Caledonia,Fiji,Fiji,Sairusi Nalaubu,11,FALSE,FALSE
2022-03-18,New Caledonia,Fiji,New Caledonia,Jordan Wetria,78,FALSE,FALSE
2022-03-18,New Caledonia,Fiji,Fiji,Sairusi Nalaubu,89,FALSE,FALSE
2022-03-18,Papua New Guinea,New Zealand,New Zealand,Ben Waine,75,FALSE,FALSE
2022-03-21,New Zealand,Fiji,New Zealand,Chris Wood,45,FALSE,FALSE
2022-03-21,New Zealand,Fiji,New Zealand,Elijah Just,71,FALSE,FALSE
2022-03-21,New Zealand,Fiji,New Zealand,Chris Wood,73,FALSE,FALSE
2022-03-21,New Zealand,Fiji,New Zealand,Clayton Lewis,90,FALSE,TRUE
2022-03-21,Papua New Guinea,New Caledonia,Papua New Guinea,Tommy Semmy,8,FALSE,FALSE
2022-03-24,Australia,Japan,Japan,Kaoru Mitoma,89,FALSE,FALSE
2022-03-24,Australia,Japan,Japan,Kaoru Mitoma,90,FALSE,FALSE
2022-03-24,Brazil,Chile,Brazil,Neymar,44,FALSE,TRUE
2022-03-24,Brazil,Chile,Brazil,Vinícius Júnior,45,FALSE,FALSE
2022-03-24,Brazil,Chile,Brazil,Philippe Coutinho,72,FALSE,TRUE
2022-03-24,Brazil,Chile,Brazil,Richarlison,90,FALSE,FALSE
2022-03-24,China PR,Saudi Arabia,Saudi Arabia,Saleh Al-Shehri,45,FALSE,FALSE
2022-03-24,China PR,Saudi Arabia,China PR,Zhu Chenjie,82,FALSE,TRUE
2022-03-24,Colombia,Bolivia,Colombia,Luis Díaz,39,FALSE,FALSE
2022-03-24,Colombia,Bolivia,Colombia,Miguel Borja,72,FALSE,FALSE
2022-03-24,Colombia,Bolivia,Colombia,Mateus Uribe,90,FALSE,FALSE
2022-03-24,Costa Rica,Canada,Costa Rica,Celso Borges,45,FALSE,FALSE
2022-03-24,Fiji,Papua New Guinea,Fiji,Tevita Waranaivalu,12,FALSE,FALSE
2022-03-24,Fiji,Papua New Guinea,Papua New Guinea,Ati Kepo,45,FALSE,FALSE
2022-03-24,Fiji,Papua New Guinea,Papua New Guinea,Tommy Semmy,63,FALSE,FALSE
2022-03-24,Iraq,United Arab Emirates,Iraq,Hussein Ali Al-Saedi,53,FALSE,FALSE
2022-03-24,Italy,North Macedonia,North Macedonia,Aleksandar Trajkovski,90,FALSE,FALSE
2022-03-24,Jamaica,El Salvador,El Salvador,Eriq Zavaleta,21,FALSE,FALSE
2022-03-24,Jamaica,El Salvador,Jamaica,Andre Gray,72,FALSE,FALSE
2022-03-24,Lebanon,Syria,Syria,Alaa Al Dali,14,FALSE,FALSE
2022-03-24,Lebanon,Syria,Syria,Mardik Mardikian,38,FALSE,TRUE
2022-03-24,Lebanon,Syria,Syria,Mohammad Al Marmour,44,FALSE,FALSE
2022-03-24,New Zealand,New Caledonia,New Zealand,Alex Greive,8,FALSE,FALSE
2022-03-24,New Zealand,New Caledonia,New Caledonia,Jean-Philippe Saïko,12,FALSE,FALSE
2022-03-24,New Zealand,New Caledonia,New Zealand,Logan Rogerson,36,FALSE,TRUE
2022-03-24,New Zealand,New Caledonia,New Zealand,Alex Greive,45,FALSE,FALSE
2022-03-24,New Zealand,New Caledonia,New Zealand,Andre de Jong,75,FALSE,FALSE
2022-03-24,New Zealand,New Caledonia,New Zealand,Bill Tuiloma,81,FALSE,FALSE
2022-03-24,New Zealand,New Caledonia,New Zealand,Chris Wood,83,FALSE,FALSE
2022-03-24,New Zealand,New Caledonia,New Zealand,Chris Wood,89,FALSE,FALSE
2022-03-24,Panama,Honduras,Panama,Rolando Blackburn,23,FALSE,FALSE
2022-03-24,Panama,Honduras,Honduras,Kevin López,65,FALSE,FALSE
2022-03-24,Paraguay,Ecuador,Paraguay,Robert Morales,10,FALSE,FALSE
2022-03-24,Paraguay,Ecuador,Paraguay,Piero Hincapié,45,TRUE,FALSE
2022-03-24,Paraguay,Ecuador,Paraguay,Miguel Almirón,54,FALSE,FALSE
2022-03-24,Paraguay,Ecuador,Ecuador,Jordy Caicedo,85,FALSE,TRUE
2022-03-24,Portugal,Turkey,Portugal,Otávio,15,FALSE,FALSE
2022-03-24,Portugal,Turkey,Portugal,Diogo Jota,42,FALSE,FALSE
2022-03-24,Portugal,Turkey,Turkey,Burak Yılmaz,65,FALSE,FALSE
2022-03-24,Portugal,Turkey,Portugal,Matheus Nunes,90,FALSE,FALSE
2022-03-24,Solomon Islands,Tahiti,Solomon Islands,Raphael Lea'i,20,FALSE,FALSE
2022-03-24,Solomon Islands,Tahiti,Tahiti,Alvin Tehau,26,FALSE,FALSE
2022-03-24,Solomon Islands,Tahiti,Solomon Islands,Raphael Lea'i,52,FALSE,FALSE
2022-03-24,Solomon Islands,Tahiti,Solomon Islands,Raphael Lea'i,90,FALSE,FALSE
2022-03-24,South Korea,Iran,South Korea,Son Heung-min,45,FALSE,FALSE
2022-03-24,South Korea,Iran,South Korea,Kim Young-gwon,62,FALSE,FALSE
2022-03-24,Sweden,Czech Republic,Sweden,Robin Quaison,110,FALSE,FALSE
2022-03-24,Uruguay,Peru,Uruguay,Giorgian de Arrascaeta,42,FALSE,FALSE
2022-03-24,Vietnam,Oman,Oman,Khalid Al-Hajri,65,FALSE,FALSE
2022-03-24,Wales,Austria,Wales,Gareth Bale,25,FALSE,FALSE
2022-03-24,Wales,Austria,Wales,Gareth Bale,51,FALSE,FALSE
2022-03-24,Wales,Austria,Austria,Marcel Sabitzer,65,FALSE,FALSE
2022-03-25,Argentina,Venezuela,Argentina,Nicolás González,34,FALSE,FALSE
2022-03-25,Argentina,Venezuela,Argentina,Ángel Di María,79,FALSE,FALSE
2022-03-25,Argentina,Venezuela,Argentina,Lionel Messi,82,FALSE,FALSE
2022-03-25,Cameroon,Algeria,Algeria,Islam Slimani,40,FALSE,FALSE
2022-03-25,DR Congo,Morocco,DR Congo,Yoane Wissa,12,FALSE,FALSE
2022-03-25,DR Congo,Morocco,Morocco,Tarik Tissoudali,76,FALSE,FALSE
2022-03-25,Egypt,Senegal,Egypt,Saliou Ciss,4,TRUE,FALSE
2022-03-25,Mali,Tunisia,Tunisia,Moussa Sissako,36,TRUE,FALSE
2022-03-27,Canada,Jamaica,Canada,Cyle Larin,13,FALSE,FALSE
2022-03-27,Canada,Jamaica,Canada,Tajon Buchanan,44,FALSE,FALSE
2022-03-27,Canada,Jamaica,Canada,Junior Hoilett,83,FALSE,FALSE
2022-03-27,Canada,Jamaica,Canada,Adrian Mariappa,88,TRUE,FALSE
2022-03-27,El Salvador,Costa Rica,Costa Rica,Anthony Contreras,30,FALSE,FALSE
2022-03-27,El Salvador,Costa Rica,El Salvador,Cristian Gil,31,FALSE,FALSE
2022-03-27,El Salvador,Costa Rica,Costa Rica,Joel Campbell,45,FALSE,FALSE
2022-03-27,Honduras,Mexico,Mexico,Edson Álvarez,70,FALSE,FALSE
2022-03-27,New Zealand,Tahiti,New Zealand,Liberato Cacace,71,FALSE,FALSE
2022-03-27,Solomon Islands,Papua New Guinea,Papua New Guinea,Alwin Komolong,24,FALSE,FALSE
2022-03-27,Solomon Islands,Papua New Guinea,Solomon Islands,Alwin Hou,33,FALSE,FALSE
2022-03-27,Solomon Islands,Papua New Guinea,Solomon Islands,Alwin Hou,66,FALSE,FALSE
2022-03-27,Solomon Islands,Papua New Guinea,Solomon Islands,Raphael Lea'i,71,FALSE,FALSE
2022-03-27,Solomon Islands,Papua New Guinea,Papua New Guinea,Ati Kepo,88,FALSE,FALSE
2022-03-27,United States,Panama,United States,Christian Pulisic,17,FALSE,TRUE
2022-03-27,United States,Panama,United States,Paul Arriola,23,FALSE,FALSE
2022-03-27,United States,Panama,United States,Jesús Ferreira,27,FALSE,FALSE
2022-03-27,United States,Panama,United States,Christian Pulisic,45,FALSE,TRUE
2022-03-27,United States,Panama,United States,Christian Pulisic,65,FALSE,FALSE
2022-03-27,United States,Panama,Panama,Aníbal Godoy,86,FALSE,FALSE
2022-03-29,Algeria,Cameroon,Cameroon,Eric Maxim Choupo-Moting,22,FALSE,FALSE
2022-03-29,Algeria,Cameroon,Algeria,Ahmed Touba,118,FALSE,FALSE
2022-03-29,Algeria,Cameroon,Cameroon,Karl Toko Ekambi,120,FALSE,FALSE
2022-03-29,Bolivia,Brazil,Brazil,Lucas Paquetá,24,FALSE,FALSE
2022-03-29,Bolivia,Brazil,Brazil,Richarlison,45,FALSE,FALSE
2022-03-29,Bolivia,Brazil,Brazil,Bruno Guimarães,66,FALSE,FALSE
2022-03-29,Bolivia,Brazil,Brazil,Richarlison,90,FALSE,FALSE
2022-03-29,Chile,Uruguay,Uruguay,Luis Suárez,79,FALSE,FALSE
2022-03-29,Chile,Uruguay,Uruguay,Federico Valverde,90,FALSE,FALSE
2022-03-29,Ecuador,Argentina,Argentina,Julián Álvarez,24,FALSE,FALSE
2022-03-29,Ecuador,Argentina,Ecuador,Enner Valencia,90,FALSE,FALSE
2022-03-29,Iran,Lebanon,Iran,Sardar Azmoun,35,FALSE,FALSE
2022-03-29,Iran,Lebanon,Iran,Alireza Jahanbakhsh,72,FALSE,FALSE
2022-03-29,Japan,Vietnam,Vietnam,Nguyễn Thanh Bình,19,FALSE,FALSE
2022-03-29,Japan,Vietnam,Japan,Maya Yoshida,55,FALSE,FALSE
2022-03-29,Morocco,DR Congo,Morocco,Azzedine Ounahi,21,FALSE,FALSE
2022-03-29,Morocco,DR Congo,Morocco,Tarik Tissoudali,45,FALSE,FALSE
2022-03-29,Morocco,DR Congo,Morocco,Azzedine Ounahi,54,FALSE,FALSE
2022-03-29,Morocco,DR Congo,Morocco,Achraf Hakimi,69,FALSE,FALSE
2022-03-29,Morocco,DR Congo,DR Congo,Ben Malango,77,FALSE,FALSE
2022-03-29,Nigeria,Ghana,Ghana,Thomas Partey,10,FALSE,FALSE
2022-03-29,Nigeria,Ghana,Nigeria,William Troost-Ekong,22,FALSE,TRUE
2022-03-29,Oman,China PR,Oman,Arshad Al-Alawi,12,FALSE,FALSE
2022-03-29,Oman,China PR,Oman,Abdullah Fawaz,74,FALSE,FALSE
2022-03-29,Peru,Paraguay,Peru,Gianluca Lapadula,5,FALSE,FALSE
2022-03-29,Peru,Paraguay,Peru,Yoshimar Yotún,42,FALSE,FALSE
2022-03-29,Poland,Sweden,Poland,Robert Lewandowski,49,FALSE,TRUE
2022-03-29,Poland,Sweden,Poland,Piotr Zieliński,72,FALSE,FALSE
2022-03-29,Portugal,North Macedonia,Portugal,Bruno Fernandes,32,FALSE,FALSE
2022-03-29,Portugal,North Macedonia,Portugal,Bruno Fernandes,65,FALSE,FALSE
2022-03-29,Saudi Arabia,Australia,Saudi Arabia,Salem Al-Dawsari,65,FALSE,TRUE
2022-03-29,Senegal,Egypt,Senegal,Boulaye Dia,3,FALSE,FALSE
2022-03-29,Syria,Iraq,Syria,Alaa Al Dali,3,FALSE,FALSE
2022-03-29,Syria,Iraq,Iraq,Aymen Hussein,31,FALSE,FALSE
2022-03-29,United Arab Emirates,South Korea,United Arab Emirates,Harib Al-Maazmi,54,FALSE,FALSE
2022-03-29,Venezuela,Colombia,Colombia,James Rodríguez,45,FALSE,TRUE
2022-03-30,Costa Rica,United States,Costa Rica,Juan Pablo Vargas,51,FALSE,FALSE
2022-03-30,Costa Rica,United States,Costa Rica,Anthony Contreras,59,FALSE,FALSE
2022-03-30,Jamaica,Honduras,Honduras,Ángel Tejeda,18,FALSE,TRUE
2022-03-30,Jamaica,Honduras,Jamaica,Leon Bailey,39,FALSE,TRUE
2022-03-30,Jamaica,Honduras,Jamaica,Ravel Morrison,45,FALSE,FALSE
2022-03-30,Mexico,El Salvador,Mexico,Uriel Antuna,17,FALSE,FALSE
2022-03-30,Mexico,El Salvador,Mexico,Raúl Jiménez,43,FALSE,TRUE
2022-03-30,Panama,Canada,Panama,Gabriel Torres,49,FALSE,FALSE
2022-03-30,Solomon Islands,New Zealand,New Zealand,Bill Tuiloma,23,FALSE,FALSE
2022-03-30,Solomon Islands,New Zealand,New Zealand,Chris Wood,39,FALSE,FALSE
2022-03-30,Solomon Islands,New Zealand,New Zealand,Joe Bell,50,FALSE,FALSE
2022-03-30,Solomon Islands,New Zealand,New Zealand,Bill Tuiloma,70,FALSE,FALSE
2022-03-30,Solomon Islands,New Zealand,New Zealand,Matthew Garbett,90,FALSE,FALSE
2022-06-01,Italy,Argentina,Argentina,Lautaro Martínez,28,FALSE,FALSE
2022-06-01,Italy,Argentina,Argentina,Ángel Di María,45,FALSE,FALSE
2022-06-01,Italy,Argentina,Argentina,Paulo Dybala,90,FALSE,FALSE
2022-06-01,Scotland,Ukraine,Ukraine,Andriy Yarmolenko,33,FALSE,FALSE
2022-06-01,Scotland,Ukraine,Ukraine,Roman Yaremchuk,49,FALSE,FALSE
2022-06-01,Scotland,Ukraine,Scotland,Callum McGregor,79,FALSE,FALSE
2022-06-01,Scotland,Ukraine,Ukraine,Artem Dovbyk,90,FALSE,FALSE
2022-06-05,Wales,Ukraine,Wales,Gareth Bale,34,FALSE,FALSE
2022-06-07,United Arab Emirates,Australia,Australia,Jackson Irvine,53,FALSE,FALSE
2022-06-07,United Arab Emirates,Australia,United Arab Emirates,Caio Canedo,57,FALSE,FALSE
2022-06-07,United Arab Emirates,Australia,Australia,Ajdin Hrustic,84,FALSE,FALSE
2022-06-14,Costa Rica,New Zealand,Costa Rica,Joel Campbell,3,FALSE,FALSE
2022-11-20,Qatar,Ecuador,Ecuador,Enner Valencia,16,FALSE,TRUE
2022-11-20,Qatar,Ecuador,Ecuador,Enner Valencia,31,FALSE,FALSE
2022-11-21,England,Iran,England,Jude Bellingham,35,FALSE,FALSE
2022-11-21,England,Iran,England,Bukayo Saka,43,FALSE,FALSE
2022-11-21,England,Iran,England,Raheem Sterling,45,FALSE,FALSE
2022-11-21,England,Iran,England,Bukayo Saka,62,FALSE,FALSE
2022-11-21,England,Iran,Iran,Mehdi Taremi,65,FALSE,FALSE
2022-11-21,England,Iran,England,Marcus Rashford,71,FALSE,FALSE
2022-11-21,England,Iran,England,Jack Grealish,90,FALSE,FALSE
2022-11-21,England,Iran,Iran,Mehdi Taremi,90,FALSE,TRUE
2022-11-21,Senegal,Netherlands,Netherlands,Cody Gakpo,84,FALSE,FALSE
2022-11-21,Senegal,Netherlands,Netherlands,Davy Klaassen,90,FALSE,FALSE
2022-11-21,United States,Wales,United States,Timothy Weah,36,FALSE,FALSE
2022-11-21,United States,Wales,Wales,Gareth Bale,82,FALSE,TRUE
2022-11-22,Argentina,Saudi Arabia,Argentina,Lionel Messi,10,FALSE,TRUE
2022-11-22,Argentina,Saudi Arabia,Saudi Arabia,Saleh Al-Shehri,48,FALSE,FALSE
2022-11-22,Argentina,Saudi Arabia,Saudi Arabia,Salem Al-Dawsari,53,FALSE,FALSE
2022-11-22,France,Australia,Australia,Craig Goodwin,9,FALSE,FALSE
2022-11-22,France,Australia,France,Adrien Rabiot,27,FALSE,FALSE
2022-11-22,France,Australia,France,Olivier Giroud,32,FALSE,FALSE
2022-11-22,France,Australia,France,Kylian Mbappé,68,FALSE,FALSE
2022-11-22,France,Australia,France,Olivier Giroud,71,FALSE,FALSE
2022-11-23,Belgium,Canada,Belgium,Michy Batshuayi,44,FALSE,FALSE
2022-11-23,Germany,Japan,Germany,İlkay Gündoğan,33,FALSE,TRUE
2022-11-23,Germany,Japan,Japan,Ritsu Dōan,75,FALSE,FALSE
2022-11-23,Germany,Japan,Japan,Takuma Asano,83,FALSE,FALSE
2022-11-23,Spain,Costa Rica,Spain,Dani Olmo,11,FALSE,FALSE
2022-11-23,Spain,Costa Rica,Spain,Marco Asensio,21,FALSE,FALSE
2022-11-23,Spain,Costa Rica,Spain,Ferran Torres,31,FALSE,TRUE
2022-11-23,Spain,Costa Rica,Spain,Ferran Torres,54,FALSE,FALSE
2022-11-23,Spain,Costa Rica,Spain,Gavi,74,FALSE,FALSE
2022-11-23,Spain,Costa Rica,Spain,Carlos Soler,90,FALSE,FALSE
2022-11-23,Spain,Costa Rica,Spain,Álvaro Morata,90,FALSE,FALSE
2022-11-24,Brazil,Serbia,Brazil,Richarlison,62,FALSE,FALSE
2022-11-24,Brazil,Serbia,Brazil,Richarlison,73,FALSE,FALSE
2022-11-24,Portugal,Ghana,Portugal,Cristiano Ronaldo,65,FALSE,TRUE
2022-11-24,Portugal,Ghana,Ghana,André Ayew,73,FALSE,FALSE
2022-11-24,Portugal,Ghana,Portugal,João Félix,78,FALSE,FALSE
2022-11-24,Portugal,Ghana,Portugal,Rafael Leão,80,FALSE,FALSE
2022-11-24,Portugal,Ghana,Ghana,Osman Bukari,89,FALSE,FALSE
2022-11-24,Switzerland,Cameroon,Switzerland,Breel Embolo,48,FALSE,FALSE
2022-11-25,Netherlands,Ecuador,Netherlands,Cody Gakpo,6,FALSE,FALSE
2022-11-25,Netherlands,Ecuador,Ecuador,Enner Valencia,49,FALSE,FALSE
2022-11-25,Qatar,Senegal,Senegal,Boulaye Dia,41,FALSE,FALSE
2022-11-25,Qatar,Senegal,Senegal,Famara Diédhiou,48,FALSE,FALSE
2022-11-25,Qatar,Senegal,Qatar,Mohammed Muntari,78,FALSE,FALSE
2022-11-25,Qatar,Senegal,Senegal,Bamba Dieng,84,FALSE,FALSE
2022-11-25,Wales,Iran,Iran,Rouzbeh Cheshmi,90,FALSE,FALSE
2022-11-25,Wales,Iran,Iran,Ramin Rezaeian,90,FALSE,FALSE
2022-11-26,Argentina,Mexico,Argentina,Lionel Messi,64,FALSE,FALSE
2022-11-26,Argentina,Mexico,Argentina,Enzo Fernández,87,FALSE,FALSE
2022-11-26,France,Denmark,France,Kylian Mbappé,61,FALSE,FALSE
2022-11-26,France,Denmark,Denmark,Andreas Christensen,68,FALSE,FALSE
2022-11-26,France,Denmark,France,Kylian Mbappé,86,FALSE,FALSE
2022-11-26,Poland,Saudi Arabia,Poland,Piotr Zieliński,39,FALSE,FALSE
2022-11-26,Poland,Saudi Arabia,Poland,Robert Lewandowski,82,FALSE,FALSE
2022-11-26,Tunisia,Australia,Australia,Mitchell Duke,23,FALSE,FALSE
2022-11-27,Belgium,Morocco,Morocco,Romain Saïss,73,FALSE,FALSE
2022-11-27,Belgium,Morocco,Morocco,Zakaria Aboukhlal,90,FALSE,FALSE
2022-11-27,Croatia,Canada,Canada,Alphonso Davies,2,FALSE,FALSE
2022-11-27,Croatia,Canada,Croatia,Andrej Kramarić,36,FALSE,FALSE
2022-11-27,Croatia,Canada,Croatia,Marko Livaja,44,FALSE,FALSE
2022-11-27,Croatia,Canada,Croatia,Andrej Kramarić,70,FALSE,FALSE
2022-11-27,Croatia,Canada,Croatia,Lovro Majer,90,FALSE,FALSE
2022-11-27,Japan,Costa Rica,Costa Rica,Keysher Fuller,81,FALSE,FALSE
2022-11-27,Spain,Germany,Spain,Álvaro Morata,62,FALSE,FALSE
2022-11-27,Spain,Germany,Germany,Niclas Füllkrug,83,FALSE,FALSE
2022-11-28,Brazil,Switzerland,Brazil,Casemiro,83,FALSE,FALSE
2022-11-28,Cameroon,Serbia,Cameroon,Jean-Charles Castelletto,29,FALSE,FALSE
2022-11-28,Cameroon,Serbia,Serbia,Strahinja Pavlović,45,FALSE,FALSE
2022-11-28,Cameroon,Serbia,Serbia,Sergej Milinković-Savić,45,FALSE,FALSE
2022-11-28,Cameroon,Serbia,Serbia,Aleksandar Mitrović,53,FALSE,FALSE
2022-11-28,Cameroon,Serbia,Cameroon,Vincent Aboubakar,63,FALSE,FALSE
2022-11-28,Cameroon,Serbia,Cameroon,Eric Maxim Choupo-Moting,66,FALSE,FALSE
2022-11-28,Portugal,Uruguay,Portugal,Bruno Fernandes,54,FALSE,FALSE
2022-11-28,Portugal,Uruguay,Portugal,Bruno Fernandes,90,FALSE,TRUE
2022-11-28,South Korea,Ghana,Ghana,Mohammed Salisu,24,FALSE,FALSE
2022-11-28,South Korea,Ghana,Ghana,Mohammed Kudus,34,FALSE,FALSE
2022-11-28,South Korea,Ghana,South Korea,Cho Gue-sung,58,FALSE,FALSE
2022-11-28,South Korea,Ghana,South Korea,Cho Gue-sung,61,FALSE,FALSE
2022-11-28,South Korea,Ghana,Ghana,Mohammed Kudus,68,FALSE,FALSE
2022-11-29,Ecuador,Senegal,Senegal,Ismaïla Sarr,44,FALSE,TRUE
2022-11-29,Ecuador,Senegal,Ecuador,Moisés Caicedo,67,FALSE,FALSE
2022-11-29,Ecuador,Senegal,Senegal,Kalidou Koulibaly,70,FALSE,FALSE
2022-11-29,Iran,United States,United States,Christian Pulisic,38,FALSE,FALSE
2022-11-29,Qatar,Netherlands,Netherlands,Cody Gakpo,26,FALSE,FALSE
2022-11-29,Qatar,Netherlands,Netherlands,Frenkie de Jong,49,FALSE,FALSE
2022-11-29,Wales,England,England,Marcus Rashford,50,FALSE,FALSE
2022-11-29,Wales,England,England,Phil Foden,51,FALSE,FALSE
2022-11-29,Wales,England,England,Marcus Rashford,68,FALSE,FALSE
2022-11-30,Australia,Denmark,Australia,Mathew Leckie,60,FALSE,FALSE
2022-11-30,Poland,Argentina,Argentina,Alexis Mac Allister,46,FALSE,FALSE
2022-11-30,Poland,Argentina,Argentina,Julián Álvarez,67,FALSE,FALSE
